text,label
"[ORGANIZATION] ОГРН: [ID], ИНН/КПП: [ID] РФ, [LOCATION], [CONTACT] Исх.: [DOCUMENT_NUMBER] от [DATE_TIME] Руководителю направления по внутрискважинным работам [ORGANIZATION] [PERSON] [PERSON] О готовности вывода дополнительного звена освоения на [OBJECT] Уважаемый [PERSON]! В ответ на письмо No [DOCUMENT_NUMBER] от [DATE_TIME] О привлечении дополнительного звена освоения на [OBJECT] и [OBJECT], сообщаем Вам о готовности вывода дополнительного звена освоения в рамках действующего договора No [DOCUMENT_NUMBER] от [DATE_TIME], заключенного между нашими обществами, для выполнения работ по скважинам No[FINANCIAL_DATA] и No[FINANCIAL_DATA] куст No[FINANCIAL_DATA] [OBJECT]. В дополнение, с целью дальнейшего привлечения дополнительного звена освоения для выполнения работ по договору No [DOCUMENT_NUMBER] от [DATE_TIME] (далее – Договор), просим Вас направить в адрес исполнителя дополнительное соглашение к Договору о распределении негарантированного объема работ в [DATE_TIME]. С уважением, Директор по ВСП [PERSON] Исп.: Контрактный инженер [PERSON] Тел.: [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] выполнении работ на [OBJECT] Уважаемый [PERSON]! В дополнение к ранее направленному письму от [DATE_TIME] No [DOCUMENT_NUMBER] о выполнении работ по бурению [NUMBER] (одной) наклонно-направленной скважины на [OBJECT] на [LAYER] ([LAYER], [LAYER]) [ORGANIZATION] подтверждает заинтересованность в реализации проекта. Однако, в связи с изменениями в производственной программе предлагаем включить буровую установку [OBJECT] No [ID], находящуюся на [OBJECT], не ухудшающую ранее направленное предложение, после проведения необходимой модернизации гидравлической части буровых насосов [OBJECT], а также увеличения максимального рабочего давления манифольдной линии до [FINANCIAL_DATA] МПа. Учитывая указанное выше, направляем Вам коммерческое предложение на выполнение работ с заменой и модернизацией буровой установки. Также, просим Вас рассмотреть возможность авансирования поставки ТМЦ для увеличения рабочего давления манифольда буровых насосов в размере [FINANCIAL_DATA] с НДС. Приложение: Коммерческое предложение на 1 листе. [PERSON] Документ подписан электронной подписью Сертификат [ID] Владелец [ORGANIZATION] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON]",Блок директора по мощностям
"[ORGANIZATION] [DOCUMENT_NUMBER] [DATE_TIME] [PERSON] [PERSON] Уважаемый [PERSON]! На Ваш исх. No [DOCUMENT_NUMBER] от [DATE_TIME] О пересмотре должностных инструкций, направляем Вам адаптированную должностную инструкцию бурового супервайзера [ORGANIZATION], для исполнения договора заключенного контракта с [ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME]. Приложение: Должностная инструкция бурового супервайзера. Генеральный директор [PERSON]. Исп. [PERSON]. Тел. [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [LOCATION] тел. [CONTACT], факс [CONTACT] E-mail: [CONTACT], http://www.[ORGANIZATION] ОКПО[ID], ОГРН[DOCUMENT_NUMBER] ИНН/КПП [ID]/[ID] [PERSON] по вводу новых мощностей [ORGANIZATION] [DATE_TIME] No [DOCUMENT_NUMBER] О проведении конкурса Лучший по профессии Уважаемый [PERSON]! В целях повышения заинтересованности рабочих в совершенствовании профессиональных навыков, изучения и распространения передового опыта и культуры производства, [ORGANIZATION] ежегодно проводит конкурс профессионального мастерства на звание Лучший по профессии. На основании вышеизложенного, просим Вас рассмотреть возможность проведения второго этапа конкурса на кустовой площадке No [NUMBER] [LOCATION] Планируемая дата проведения: в период с [DATE_TIME] по [DATE_TIME], в зависимости от фактически выполняемых работ на скважине. В конкурсе будут участвовать [NUMBER] буровых вахт в составе: [NUMBER] бурильщиков ЭиРБС, [NUMBER] помощников бурильщиков ЭиРБС, [NUMBER] слесарей по обслуживанию буровых; мастер буровой. Общее количество участников конкурса, с учетом руководства [ORGANIZATION] и съемочной группы ориентировочно составит [NUMBER] человек. Конкурсная программа включает в себя: 1. Проверка теоретических знаний. Оказание первой медицинской помощи с применением робота-тренажера Гоша-1. 2. Прием вахты. 3. Практическое задание. 4. Сдача вахты. Для освещения конкурса в средствах массовой информации (СМИ) также просим разрешить въезд на территорию объекта съемочной группы в составе пяти человек: специалист по связям с общественностью, журналист, оператор, фотограф, видеограф. Для работы съемочной группы просим Вас разрешить провоз на объект фото и видеоаппаратуры, включая квадрокоптер (официальные документы о постановки беспилотного воздушного судна имеются). Полный список ввозимой аппаратуры предоставляется. Планируются съемки: интервью участников конкурса на фоне буровой, прохождение теоретического и практического задания буровыми бригадами, общие планы всех участников конкурса и буровых бригад. Все материалы (текстовые, фото и видео) по готовности будут согласовываться со всеми необходимыми службами Заказчика и [ORGANIZATION] для размещения в СМИ: [ORGANIZATION] https://www.[ORGANIZATION]; [ORGANIZATION] https://www.[ORGANIZATION]; [ORGANIZATION] https://[ORGANIZATION]; [ORGANIZATION] https://www.[ORGANIZATION]; [ORGANIZATION] https://[ORGANIZATION]; [ORGANIZATION] https://[ORGANIZATION]; на каналах [LOCATION] Си ТВ ([NUMBER]-[NUMBER] канал) и [NAME] ([NUMBER] канал). Гарантируем соблюдение требований охраны труда, промышленной безопасности и режима конфиденциальности на объектах [ORGANIZATION] участниками конкурса профессионального мастерства. Надеемся на понимание, дальнейшее взаимовыгодное сотрудничество и сохранение партнерских отношений. С уважением, [PERSON] [PERSON] Зам. директора по персоналу Тел. [CONTACT] доб.[NUMBER]",Блок директора по мощностям
"[ORGANIZATION] [OBJECT] [ORGANIZATION] Филиал [LOCATION] – [REGION] ведет строительство эксплуатационных скважин на [RESERVATION_GROUP] в рамках действующего Договора No [DOCUMENT_NUMBER] Сообщаем Вам о том, что филиал [LOCATION] – [REGION] рассмотрел возможность завоза бурильного инструмента [PRODUCT_TYPE] для бурения скважин на [RESERVATION_GROUP] и в связи с чем подтверждает возможность завоза вышеуказанного БИ в необходимом количестве после осуществления доставки с г. [CITY], проведения инспекции согласно стандарту [STANDARD], а также проведения ремонта резьбовых соединений. На основании вышеизложенного просим Вас рассмотреть направляемое коммерческое предложение для заключения дополнительного соглашения. Приложения: 1. Коммерческое предложение бурильной трубы [PRODUCT_TYPE] в 1 экз; Директор филиала [PERSON] [PERSON] тел.: [CONTACT] эл. почта: [CONTACT] Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME]",Блок директора по мощностям
"[ORGANIZATION] [LOCATION] [CONTACT] E-mail: [CONTACT], http://www.[ORGANIZATION] ОКПО [ID], ОГРН [ID] ИНН/КПП [ID]/[ID] [DATE_TIME] No [DOCUMENT_NUMBER]-[DOCUMENT_NUMBER]-[DOCUMENT_NUMBER]-И на No от [ORGANIZATION] [PERSON] Клименко О выполнении работ на [OBJECT] [LOCATION] Уважаемый [PERSON]! [ORGANIZATION] выражает Вам свою признательность за возможность совместного сотрудничества и высоко ценит сложившиеся между нашими компаниями партнерские отношения. [OBJECT] сообщает о готовности выполнить работы по строительству 14-ти скважин на кустовой площадке No5А32 [OBJECT] в т.ч. 1 скважина (ОПР) гарантированного объема и 13 скважин негарантированного объема, в рамках Договора ГНЗ-22/1/00276-P от [DATE_TIME]. Для реализации проекта предлагаем буровую установку БУ 5000/320 ЭК-БМЧ зав. No[DOCUMENT_NUMBER], соответствующую требованиям ТЗ (Приложение No2) к Договору подряда No ГНЗ-22/1/00276/P от [DATE_TIME]. В настоящее время буровая установка находится на [OBJECT], по причине автономности объекта готова начать мобилизацию [DATE_TIME]. Ориентировочное расстояние мобилизации составляет [FINANCIAL_DATA] км. Условия оплаты в рамках Договора подряда No ГНЗ-22/1/00276/P от [DATE_TIME], за исключением мобилизации БУ. Учитывая большое расстояние мобилизация БУ до объекта выполнения работ, стоимость мобилизации составит [FINANCIAL_DATA] рублей без НДС. На основании вышеизложенного, прошу Вас рассмотреть предложение [OBJECT] и в случае принятия положительного решения направить Дополнительное соглашение на выполнение комплекса работ. Надеемся на понимание, дальнейшее взаимовыгодное сотрудничество и сохранение партнерских отношений. Директор [OBJECT] Исп: [PERSON] Тел: [CONTACT] [PERSON]",Блок директора по мощностям
"[ORGANIZATION] Филиал [OBJECT] а/я [LOCATION], [CITY], [REGION], [COUNTRY], [POSTAL_CODE] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] учений Уважаемый [PERSON]! На основании Письма [ORGANIZATION] Надым от [DATE_TIME] No [DOCUMENT_NUMBER] О совместной противоаварийной тренировке для организации проведения совместной противоаварийной тренировки на КП [NUMBER]-G [NGKM] прошу Вас обеспечить доступ на объект персонала [OBJECT] филиала [OBJECT] и транспортировку специального оборудования для ликвидации открытых газовых и газоконденсатных фонтанов. Совместная противоаварийная тренировка запланирована на [DATE_TIME]. Приложение: список персонала и оборудования, привлекаемого на [NUMBER]-G [NGKM]. Начальник части [PERSON] ([CONTACT]) ([CONTACT]) Исполняющему обязанности директора по вводу новых мощностей [ORGANIZATION] [PERSON] [PERSON] Приложение к письму от [DATE_TIME] г. No[DOCUMENT_NUMBER] Список персонала и оборудования, привлекаемого для учений на [NUMBER]-G [NGKM] Персонал No ФИО Должность 1 [PERSON] [POSITION] 2 [PERSON] [POSITION] 3 [PERSON] [POSITION] 4 [PERSON] [POSITION] 5 [PERSON] [POSITION] 6 [PERSON] [POSITION] 7 [PERSON] [POSITION] 8 [PERSON] [POSITION] 9 [PERSON] [POSITION] 10 [PERSON] [POSITION] 11 [PERSON] [POSITION] 12 [PERSON] [POSITION] 13 [PERSON] [POSITION] 14 [PERSON] [POSITION] 15 [PERSON] [POSITION] 16 [PERSON] [POSITION] Техника No Наименование Гос.номер. 1. [VEHICLE] [ID] 2. [VEHICLE] [ID] Оборудование 1. Наименование Количество 2. [EQUIPMENT] [EQUIPMENT_ID] 1 шт. 3. [EQUIPMENT] [EQUIPMENT_ID] 2 шт. Командир [OBJECT] [PERSON]",Блок директора по мощностям
[ORGANIZATION] [FILIAL] [ORGANIZATION] [FILIAL] [ORGANIZATION] [PERSON] [LOCATION] [CONTACT] [ID] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] на [OBJECT] [ORGANIZATION] [OBJECT] Уважаемый [PERSON]! Направляем в Ваш адрес дорожную карту укомплектования объектов [FILIAL] [OBJECT] на проектах [PROJECT] с датой завоза оборудования на объекты производства работ и датой монтажа. Приложение - Дорожная карта укомплектования объектов [OBJECT]. [PERSON] [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ [CERTIFICATE] Владелец [PERSON] [DATE_TIME] по [DATE_TIME],Блок директора по мощностям
"[ORGANIZATION] [ORGANIZATION] [LOCATION] www.[ORGANIZATION].ru mail@[ORGANIZATION].ru тел.: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DATE_TIME] [PERSON] [PERSON] О заключении дополнительного соглашения Уважаемый [PERSON]! Между [ORGANIZATION] (Заказчик) и [ORGANIZATION] (Подрядчик) заключен договор No [DOCUMENT_NUMBER] от [DATE_TIME] на проведение гидравлического разрыва пласта (далее договор). В адрес Подрядчика поступил проект дополнительного соглашения No [DOCUMENT_NUMBER] к данному договору. Рассмотрев проект указанного дополнительного соглашения, направленный Заказчиком, выражаем свое согласие на подписание в редакции соглашения, приложенной к настоящему письму. Приложение: дополнительное соглашение No [DOCUMENT_NUMBER] к договору No [DOCUMENT_NUMBER] в электронном виде. [PERSON] [PERSON] [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] начальнику управления [ORGANIZATION] [ORGANIZATION] [PERSON] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] выдаче технических условий Уважаемый [PERSON]! Прошу Вас выдать условия на присоединение к электрическим сетям на объектах [ORGANIZATION] [LOCATION] и [LOCATION] НГКМ, для работы 4-х бригад КРС и 1-ой бригады ГНКТ. Установленная присоединяемая мощность оборудования одной бригады КРС, ГНКТ – [FINANCIAL_DATA] кВт. Заместитель Генерального директора по производству [PERSON] Исп.: [PERSON] Тел.: [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [ORGANIZATION] [ID] [LOCATION] [CONTACT] [WEBSITE] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Начальнику управления супервайзинга бурения и ВСР [ORGANIZATION] [PERSON] Об уровне заработной платы Уважаемый [PERSON]! В ответ на Ваше письмо Рег. No[DOCUMENT_NUMBER] от [DATE_TIME] Об уровне заработной платы, сообщаем, что в целях исполнения принятых решений на заочном заседании Экспертного совета по управлению взаимоотношениями с контрагентами БРД [ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME] в компании [ORGANIZATION] проведено повышение уровня оплаты труда персоналу, работающему на объектах БРД [ORGANIZATION]. После проведенной индексации, градация заработной платы в формулировке Минимальный уровень начисленной заработной платы за месячную норму часов до вычета НДФЛ для супервайзеров по бурению составляет [FINANCIAL_DATA] в регионе выполнения работ [REGION]. Приложение: Форма 1. Бурение ([DOCUMENT_NUMBER]) Первый заместитель генерального директора [PERSON] Исп. [PERSON] Тел. [CONTACT]",Блок директора по мощностям
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ [PERSON], Филиал Центрального Банка [ORGANIZATION] в г. [LOCATION] К/с [FINANCIAL_DATA], БИК [FINANCIAL_DATA], ИНН [ID], КПП [ID] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] г. На вх. Начальнику управления внутрискважинных работ ООО [ORGANIZATION] [PERSON] О заключении дополнительного соглашения No11 Уважаемый [PERSON]! В ответ на Ваше письмо исх. с предложением рассмотреть возможность заключения Дополнительного соглашения No 11 к Договору No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/P от [DATE_TIME] г. на проведение ремонта скважин с применением ГНКТ (далее - Договор), предусматривающего: - Частичный перевод негарантированного объема работ 2025 г. в гарантированный объем работ 2025 г. в количестве 4 скв/операций; - Включение требований миграционного законодательства РФ; - Актуализацию Приложения No9 Перечень нарушений и штрафных санкций в области ПБ; - Без изменения сроков выполнения работ, срока действия Договора, единичных расценок и общей суммы Договора; Компания ООО [PERSON] сообщает о своем согласии на заключение Дополнительного соглашения No 11 на вышеперечисленных условиях. С уважением, Первый заместитель генерального директора - Главный инженер [PERSON] Исполнитель: [PERSON] Должность: [JOB_TITLE] e-mail: [CONTACT] тел.: [CONTACT] [LOCATION] Тел: [CONTACT] e-mail: [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [LOCATION] www.[ORGANIZATION].ru [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] [PERSON] [PERSON] Об изменении реквизитов организации Уважаемый [PERSON]! В соответствии с решением [ORGANIZATION] от [DATE_TIME] [DOCUMENT_NUMBER] информируем Вас, что в связи с переводом ранее открытых ОБС на Единый ОБС с [DATE_TIME] изменяются банковские реквизиты [ORGANIZATION] по договорам: - [DOCUMENT_NUMBER] от [DATE_TIME] на проведение гидравлического разрыва пласта; - [DOCUMENT_NUMBER] от [DATE_TIME] на проведение гидравлического разрыва пласта. Просим руководствоваться данным изменением при составлении документации и отправке платежей в адрес [ORGANIZATION]. Новые Единые банковские реквизиты [ORGANIZATION]: р/с [FINANCIAL_DATA] в [ORGANIZATION] (АО) [LOCATION], БИК [FINANCIAL_DATA], к/с [FINANCIAL_DATA]. В случае необходимости оформления вышеуказанных изменений дополнительным соглашением просим в рабочем порядке направлять запросы на адрес электронной почты: [CONTACT]. Коммерческий директор [PERSON] Исп. [PERSON] [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [PERSON] [LOCATION] [COUNTRY], [ZIP_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[DOMAIN] ОКПО [ID], ОГРН [ID], ИНН [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [DATE_TIME] отклонениях при ВМР на КП [NUMBER] и КП [NUMBER] и прогнозировании смещения сроков начала строительства скважин Уважаемый [PERSON]! В ответ на Ваше письмо от [DATE_TIME] No [DOCUMENT_NUMBER] Об отклонениях при ВМР на КП No [NUMBER] и КП No [NUMBER] и прогнозировании смещения сроков начала строительства скважин направляем комментарии [ORGANIZATION] по имеющимся проблемным вопросам, касающихся эффективности проведения работ на объектах [ORGANIZATION]. Приложение: Отчет по проблемным вопросам на 2л. в эл. виде. ВРИО Генерального директора ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] тел.: [CONTACT] эл.почта: [CONTACT]",Блок директора по мощностям
"[ORGANIZATION] [OBJECT] Общество с ограниченной ответственностью [ORGANIZATION] (ООО [ORGANIZATION]) Филиал [LOCATION] – [REGION] ООО [ORGANIZATION] Директор по вводу новых мощностей ООО [ORGANIZATION]-[REGION] [PERSON] [LOCATION], тел. [CONTACT], e-mail: [CONTACT], www.[WEBSITE] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] На [DATE_TIME] от [ORGANIZATION] устранении замечаний инженерной подготовки на КПС [REGION], КП No [NUMBER] [REGION] Уважаемый [PERSON]! Между ООО [ORGANIZATION] – [REGION] и Филиалом [LOCATION] – [REGION] заключен Договор подряда на бурение эксплуатационных скважин по сейсмической ставке и фиксированной ставке (в том числе мобильными буровыми установками) No [DOCUMENT_NUMBER] от [DATE_TIME]. В дополнении к Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] (Приложение 1) информируем Вас о не законченной инженерной подготовке кустовых площадок на [DATE_TIME], влияющие на выполнение вышеуказанных работ: 1. Зафиксированы проблемы с передвижением персонала и спецтехники (автокрановая техника и седельный тягач самостоятельно не передвигаются по причине низкой несущей способности грунта) по КПС, а также проблемы прибоя к затяжному монтажу буровой установки, постоянно проводятся работы погонь вожнях и жидким масс, выравниванию площадок бульдозерной техникой, отмечены нарушения шин передвижения спецтехники об торчащую арматуру (Приложение 2); 2. В период с [DATE_TIME] по [DATE_TIME] зафиксирован факт неудовлетворительного состояния площадки ВЖК на КП No [NUMBER] [REGION], а именно скопление большого количества талых вод на площадке, под монтаж второго ряда вагон-домов, полное затопление приемка под септик. Уровень площадки находится на одном уровне с уровнем талых вод за территорией площадки ВЖК не имеет обвалования. Также, затруднена конка под вторым центрику туалета, в следствии затопления участка водой (Приложение 3). Неудовлетворительное состояние кустовой площадки КПС [REGION] впоследствии может привести к проседанию ВЛБ, после сборки БИ в процессе бурения скважин, также существует риск срыва монтажа второго яруса багон дома на КП No [NUMBER] [REGION], для дальнейшего проживания персонала из-за большого количества талых вод. На основании вышеизложенного, прошу Вас: 1. Предоставить информацию со сроками устранения замечаний инженерной подготовки на КПС [REGION], ВЖК на КП No [NUMBER] [REGION], для корректного планирования суточной нормы высокомонтажных работ согласно СТ не позднее [DATE_TIME]; 2. Фиксировать и подписывать акты отклонения от суточного графика работ со стороны Представителей ООО [ORGANIZATION] – [REGION] на КПС [REGION], КП No [NUMBER] [REGION] на ежедневной основе, до полного устранения замечаний по инженерной подготовки, влияющих на выполнение высокомонтажных работ; 3. Для исключения роста дополнительных затрат по выполнению комплекса Монтажа БУ, произошедшими не по вине ООО [ORGANIZATION], прошу Вас подтвердить компенсацию по ставке простоя БУ, не позднее [DATE_TIME]; 4. Разъяснить порядок компенсации затрат и направить ответ в адрес Филиала [LOCATION] – [REGION], не позднее [DATE_TIME]. Приложение: на 3 листах, 1 экз. Директор [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME]",Блок директора по мощностям
"[ORGANIZATION] [OBJECT] Общество с ограниченной ответственностью [ORGANIZATION] Филиал [LOCATION] - [REGION] [ORGANIZATION] Начальнику управления по бурению [ORGANIZATION] [PERSON] [LOCATION], [ID], [ID], [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от О срыве сроков передачи этапов отставок кустовых площадок Уважаемый [PERSON]! Сообщаем, что, согласно ранее направленному первоначальному графику поэтапной сдачи кустовых площадок [ORGANIZATION] по состоянию на [DATE_TIME] года, идет отставание сдачи следующих этапов по [LOCATION] кустовым площадкам: 1. КП No[NUMBER] [LOCATION] -Этап No1 - НДС (100м) ВЖП План передачи этапа: [DATE_TIME] / Факт [DATE_TIME] (Площадка ВЖП передана [DATE_TIME]) Отклонение: [NUMBER] дней. -Этап No1.1 - Тех. карман Склад ГСМ План передачи этапа: [DATE_TIME] Принято с замечаниями: [DATE_TIME] Отклонение: [NUMBER] дней. -Этап No2 - Площадка пожарных емкостей План передачи этапа: [DATE_TIME] Прогноз: дата не определена (техника снята на строительство ПАД). -Этап No2.1 - Часть НДС под стационаризацию площадка МТР План передачи этапа: [DATE_TIME] / Факт: не передан (работы не завершены). -Этап No2.2 - Водяной амбар План передачи этапа: [DATE_TIME] / Факт: не передан (работы не завершены). -Этап No3.1 - ГФУ План передачи этапа: [DATE_TIME] / Факт: не передан (работы не завершены). -Этап No3.2 - МКОС КТПН План передачи этапа: [DATE_TIME] / Факт: не передан (работы не завершены). 2. КП No[NUMBER].[NUMBER] [LOCATION] Этап No1 - ВЖП План передачи: [DATE_TIME] / Передан по акту: [DATE_TIME] Отклонение: [NUMBER] дней Этап No2 - НДС План передачи этапа: [DATE_TIME] / Прогноз: [DATE_TIME] ([DATE_TIME] этап не принят по причине неготовности) Отклонение: [NUMBER] дней Этап No3 – Тех. карман План передачи этапа: [DATE_TIME] / Прогноз: [DATE_TIME] Отклонение: [NUMBER] дней Этап No4 - Водяной амбар, амбар ПВО План передачи этапа: [DATE_TIME] / Прогноз: [DATE_TIME] В связи с вышеизложенным, сообщаем, что полноценный монтаж буровых установок на данный момент невозможен. На КП No[NUMBER] вынуждены размещать парк ГСМ на территории вахтового жилого поселка (ВЖП), что влечет за собой необходимость последующей перестановки и перевозки дизельного топлива. Это создает дополнительные временные затраты и увеличивает нагрузку на технику. Данные расходы не были учтены в первоначальной стоимости мобилизации и монтажа буровых установок. Также, просим Вас предоставить график отсыпок по завершению строительства КП-[NUMBER] и КП-[NUMBER], а также указать реальные даты готовности кустовых площадок. Директор филиала [PERSON] Исп. [PERSON] [PERSON] Руководитель проекта тел.: [CONTACT] эл. почта: [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME]",Блок директора по мощностям
"[ORGANIZATION] добыча [LOCATION] Общество с ограниченной ответственностью [ORGANIZATION] добыча [LOCATION] (ООО [ORGANIZATION] добыча [LOCATION]) [LOCATION] г. [CITY] [REGION], Российская Федерация, [ZIP_CODE] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION].ru [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DATE_TIME] на нарушении пропускного и внутриобъектового режимов на [OBJECT] Уважаемый [PERSON]! [DATE_TIME] на КПП [NUMBER] [OBJECT] при заезде вахтового персонала был выявлен работник [ORGANIZATION] [PERSON], состоящий в должности помощник бурильщика. При осмотре личных вещей были обнаружены пластиковые банки в виде шайб с жевательным табаком [PRODUCT] в количестве двух штук. В соответствии со Стандартом [ORGANIZATION] Пропускной и внутриобъектовый режимы [STANDARD_NUMBER] провоз данного вещества на объекты [OBJECT] запрещен. Прошу Вас поручить проведение претензионной работы по данному факту, о результатах которой и принятых мерах сообщить в СКЗ [ORGANIZATION]. Дополнительно прошу уведомить [ORGANIZATION] об исключении [PERSON] из списков работников, допущенных к выполнению работ на объектах [ORGANIZATION]. Приложение: Материалы на [PAGES] л. в 1 экз. Заместитель генерального директора по корпоративной защите [PERSON] [PERSON] [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME] АКТ No[DOCUMENT_NUMBER] о нарушении пропускного и внутриобъектового режимов [DATE_TIME] КПП-[NUMBER] [OBJECT] (наименование объекта) Мной, инспектором [PERSON] (Ф.И.О. работника охранныго подразделения, составившего Акт) в присутствии: инспектор [PERSON] (должность, Ф.И.О. присутствующих при составлении Акта) инспектор [PERSON] составлен настоящий Акт о выявленном нарушении пропускного режима, выразившемся в следующем: [DATE_TIME] г. в [TIME] (в [TIME]) при заезде б/рального персонала на территорию [OBJECT] через КПП-[NUMBER] воротам работник [ORGANIZATION] (заказчик [ORGANIZATION] [PERSON], [YEAR] рождения), состоивший в должности помощник буряческий. В пучине фанеры при осмотре охраняемого насильного борца в ваге шахты о забегательной рабочей [WORKPLACE] -[NUMBER] ТЭЦ санити. [PERSON] нарушения No[NUMBER], [STANDARD_NUMBER] ОТО [STANDARD_NUMBER] Меры, принятые к нарушителю: Составлен акт No[DOCUMENT_NUMBER], доведено руководству. Ответчик [PERSON] на территорию [OBJECT] не допущен. Иные значимые обстоятельства: Известенное рабочее возвращение ответчику [PERSON]. Присутствующие: [PERSON] [PERSON] С актом ознакомлен [DATE_TIME] [PERSON]. От подписи об ознакомлении с актом отказался (-лась) (Ф.И.О.). Присутствующие: Акт составил [PERSON] [PERSON]. Генеральному директору [ORGANIZATION] [PERSON] от Ф.И.О. должность ОБЪЯСНИТЕЛЬНАЯ Приложение к отчету за [YEAR] год по выполнению обязательств по договору на строительство объекта: Оборудование для установки морского шара: [PRODUCT]-1 ... [PRODUCT]-513, [ORGANIZATION], ООО Вх. No [DOCUMENT_NUMBER] от [DATE_TIME]",Блок директора по мощностям
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ [PERSON] P/c [ID], Филиал Центрального Банка [ORGANIZATION] (ПАО) в г. [LOCATION] К/с [FINANCIAL_DATA], БИК [FINANCIAL_DATA], ИНН [ID], КПП [ID] Исх. No[DOCUMENT_NUMBER] от [DATE_TIME] г. На вх. No от _ [DATE_TIME] г. Начальнику отдела ГРП и ГНКТ ООО [ORGANIZATION] [PERSON] Уважаемый [PERSON]! На Ваше письмо от [DATE_TIME] No[DOCUMENT_NUMBER] [PERSON] с предложением рассмотреть возможность доукомплектации флота ГНКТ оборудованием для обвязки скважин и проведения работ по освоению в рамках исполнения обязательств по Договору на проведение ремонта скважин с применением ГНКТ No[DOCUMENT_NUMBER] от [DATE_TIME] сообщает, что в связи с необходимостью приемки дополнительного персонала для формирования звена освоения в период жесточайшего дефицита кадров, к сожалению, Общество не имеет возможности предоставить КП на звенья освоения скважин с предоставлением линии обвязки скважин. Заместитель генерального директора по экономике и финансам Исполнитель: [PERSON] Тел. [CONTACT] [PERSON] [LOCATION], Российская Федерация, [LOCATION] Тел: [CONTACT] e-mail: [CONTACT]",Блок директора по мощностям
