label,text
Блок директора по персоналу,"Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION], расположенное по адресу: [LOCATION], Идентификационный номер налогоплательщика (ИНН) [ID]; Регистрационный номер [ID]; Идентификационный номер налогоплательщика/код подразделения [ID], обращается к Вам, господин/госпожа [ORGANIZATION] [PERSON], [LOCATION] [CONTACT].

[DATE_TIME]
Номер обращения [DOCUMENT_NUMBER]

Дата: [DOCUMENT_NUMBER]

Уважаемый/Уважаемая [PERSON],

Я пишу, чтобы запросить возможность для наших студентов третьего курса, обучающихся на очной форме обучения в многопрофильном колледже [ORGANIZATION], пройти производственную практику по специальности [DOCUMENT_NUMBER]: [PERSON], [PERSON].

В соответствии с установленным учебным планом, период производственной практики будет проходить с [DATE_TIME] по [DATE_TIME].

Ответственным за организацию производственной практики со стороны колледжа является преподаватель из [PERSON] кафедры.

Для координации всех вопросов, связанных с производственной практикой, мы предлагаем связаться с руководителем практики [PERSON], номер телефона которого: [CONTACT].

Мы надеемся на продолжение успешного сотрудничества между нашими организациями.

С уважением,
[PERSON],
Директор [ORGANIZATION]
[PERSON], Руководитель практики, [CONTACT]"
Блок директора по персоналу,"[ORGANIZATION] РОССИЙСКИЙ [ORGANIZATION] Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования [ORGANIZATION] [LOCATION] Идентификационный номер налогоплательщика (ИНН) [ID]; Государственный регистрационный номер (ОГРН) [ID]; Идентификационный номер налогоплательщика/код подразделения (ИНН/КПП) [ID] Кому: Генеральному директору [ORGANIZATION] [PERSON] [LOCATION] [CONTACT] [DATE_TIME] Номер: [DOCUMENT_NUMBER] Относительно: Предоставление возможности прохождения стажировки

Уважаемый(ая) [PERSON],

Я пишу вам, чтобы попросить вас организовать и обеспечить проведение программы стажировки для студентов третьего курса нашего многопрофильного колледжа, обучающихся по направлению [DOCUMENT_NUMBER]. Список участвующих студентов: [PERSON], [PERSON].

В соответствии с учебным планом, период стажировки будет проходить с [DATE_TIME] по [DATE_TIME].

Руководителем стажировки от колледжа является профессор кафедры [PERSON].

Ответственным за координацию контактов является руководитель практики [PERSON], телефон: [CONTACT].

Мы надеемся на продолжение нашего успешного сотрудничества.

С уважением,

Директор [PERSON]
[PERSON], руководитель практики,
[CONTACT]"
Блок директора по персоналу,"[Название учебного заведения]
Федеральное государственное бюджетное образовательное учреждение высшего образования
[Код учебного заведения]
[Регистрационный номер]
[Идентификационный номер налогоплательщика / Код подразделения]
Кому:
[ФИО получателя]
[Должность получателя]
[Название организации получателя]
[Адрес организации получателя]
Тема: Запрос о содействии в предоставлении возможностей для прохождения стажировки.
Уважаемый(ая) [ФИО получателя],

Мы обращаемся к вам с просьбой принять студентов 3-го курса нашего очного многопрофильного колледжа для прохождения практической подготовки по следующим специальностям: [Специальность 1], [Специальность 2].

Срок прохождения стажировки, согласно учебному календарю, составляет с [Дата начала] по [Дата окончания].

Назначенным руководителем стажировки со стороны колледжа является [ФИО руководителя], преподаватель кафедры [Название кафедры].

Контактным лицом, ответственным за координацию данного вопроса, является [ФИО контактного лица], руководитель практики, по телефону: [Номер телефона].

Мы надеемся на продолжение и плодотворное сотрудничество.

С уважением,
[ФИО директора]
Директор
[ФИО руководителя практики]
Руководитель практики"
Блок директора по персоналу,"Заместитель директора по управлению персоналом и организационному развитию

О прекращении трудовых отношений в связи с переводом сотрудника

Уважаемый(ая) [Имя получателя],

Прошу рассмотреть вопрос о прекращении трудовых отношений в соответствии со статьей 77, частью первой, пунктом 50 Трудового кодекса Российской Федерации, в связи с переводом сотрудника из [Отдел/Подразделение] в [Отдел/Подразделение].

Информация о сотруднике:
[ФИО сотрудника]
[Должность сотрудника]
[Табельный номер сотрудника]

1. [Дата перевода]
[Причина перевода - если применимо]
[Другая важная информация]

С уважением,
[Ваше имя]
[Ваша должность]
[Ваши контактные данные]
[Ваш отдел]"
Блок директора по персоналу,"[ORGANIZATION] Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION] (далее – [ORGANIZATION]), ведущий университет в регионе, обеспечивает высококачественную подготовку специалистов для предприятий топливно-энергетического комплекса, а также для проектных, изыскательских и строительных организаций, как в [LOCATION], так и за ее пределами. Одной из основных целей университета является помощь молодым людям в определении своего жизненного пути. Университет реализует комплекс мероприятий, направленных на то, чтобы помочь молодым людям выбрать профессию, учитывая их интересы, способности и склонности. [DATE_TIME] День открытых дверей, предназначенный для профориентации, пройдет в [ORGANIZATION]. В мероприятии примут участие учащиеся 9, 10 и 11 классов, а также их родители и выпускники учреждений среднего профессионального образования. Мы просим вас рассмотреть возможность участия представителя вашей компании в этом мероприятии в рамках платформы для партнерских компаний [ORGANIZATION] с целью представления вашей компании и обсуждения возможностей прохождения стажировок и дальнейшего трудоустройства. Контактным лицом в [ORGANIZATION] по организационным вопросам и вопросам дальнейшего сотрудничества является: [PERSON], старший специалист Центра карьеры, [CONTACT]. Пожалуйста, сообщите о своем решении до [DATE_TIME] по следующему адресу: [CONTACT]. [PERSON] [PERSON] [CONTACT]; [CONTACT]"
Блок директора по персоналу,"Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION], расположенное по адресу: [LOCATION], Идентификационный номер налогоплательщика (ИНН) [ID]; Регистрационный номер [ID]; Идентификационный номер налогоплательщика/код подразделения [ID], обращается к Вам, господин/госпожа [ORGANIZATION] [PERSON], [LOCATION] [CONTACT].

[DATE_TIME]
Номер справки [DOCUMENT_NUMBER]

Дата: [DOCUMENT_NUMBER]

Уважаемый/Уважаемая [PERSON],

Я пишу, чтобы запросить возможность для наших студентов третьего курса, обучающихся на очной форме обучения в многопрофильном колледже [ORGANIZATION], пройти практическую подготовку по специальности [DOCUMENT_NUMBER]: [PERSON], [PERSON].

В соответствии с установленным учебным планом, период практической подготовки пройдет с [DATE_TIME] по [DATE_TIME].

Ответственный за организацию практической подготовки со стороны колледжа преподаватель из [PERSON] кафедры.

Для координации всех вопросов, связанных с практической подготовкой, мы предлагаем связаться с руководителем практической подготовки [PERSON], контактный телефон которого: [CONTACT].

Мы надеемся на продолжение успешного сотрудничества между нашими организациями.

С уважением,
[PERSON],
Директор [ORGANIZATION]
[PERSON], Руководитель практической подготовки, [CONTACT]"
Блок директора по персоналу,"Федеральное государственное бюджетное образовательное учреждение высшего образования [ORGANIZATION], расположенное по адресу: [LOCATION], Идентификационный номер налогоплательщика (ИНН) [ID]; Регистрационный номер [ID]; Идентификационный номер налогоплательщика/код подразделения [ID], обращается к Вам, господин/госпожа [ORGANIZATION] [PERSON], [LOCATION] [CONTACT].

[DATE_TIME]
Номер справки [DOCUMENT_NUMBER]

Дата: [DOCUMENT_NUMBER]

Уважаемый/Уважаемая [PERSON],

Я пишу, чтобы запросить возможность для наших студентов третьего курса, обучающихся на очной форме обучения в многопрофильном колледже [ORGANIZATION], пройти практическую подготовку по специальности [DOCUMENT_NUMBER]: [PERSON], [PERSON].

В соответствии с утвержденным учебным планом, период практической подготовки будет проходить с [DATE_TIME] по [DATE_TIME].

Преподаватель, ответственный за организацию практической подготовки со стороны колледжа, – преподаватель кафедры [PERSON].

Для координации всех вопросов, связанных с практической подготовкой, мы предлагаем связаться с руководителем практической подготовки [PERSON], контактный телефон которого: [CONTACT].

Мы надеемся на продолжение успешного сотрудничества между нашими организациями.

С уважением,
[PERSON],
Директор [ORGANIZATION]
[PERSON], Руководитель практической подготовки, [CONTACT]"
Блок директора по персоналу,"[ORGANIZATION] Телефон: [LOCATION], Факс: [CONTACT], Электронная почта: [CONTACT] [DATE_TIME] № [DOCUMENT_NUMBER] Дата: [DOCUMENT_NUMBER] Относительно: [ORGANIZATION] Потребности в специалистах определенной квалификации. Уважаемые руководители! Мы, компания [ORGANIZATION], получили запрос [ORGANIZATION] касательно публикации объявлений о вакансиях для специалистов определенной квалификации на платформе [ORGANIZATION]. Если вас интересует целевая подготовка кадров и организация развития будущих сотрудников, вы можете связаться с руководителем проекта [ORGANIZATION] [PERSON] по телефону: [CONTACT], электронной почте: [CONTACT]. Мы прилагаем инструкции по подаче заявок. Приложение: Письмо [ORGANIZATION] (2 страницы, 1 экземпляр). Инструкции по подаче заявок (14 страниц). Директор [PERSON], [CONTACT] Руководителям ключевых предприятий (согласно списку) ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННО. Сертификат: [ID] Владелец: [PERSON] Действителен с: [DATE_TIME] по [DATE_TIME]."
Имущественные вопросы,"Публичное акционерное общество «НЕФТЬ»
Приказ № от
О порядке заключения договоров аренды недвижимости и оборудования

В целях повышения эффективности управления активами в компании и обеспечения соответствия договоров аренды законодательству Российской Федерации, а также внутренним регламентам группы компаний «НЕФТЬ», и в соответствии с Положением о порядке управления материально-техническими активами ПАО «НЕФТЬ», приказываю:

1. Установить условия аренды недвижимости и оборудования для всех организаций, входящих в группу компаний «НЕФТЬ», в соответствии с Приложением 1 к настоящему приказу.
   1.1. Общие условия аренды недвижимости (Приложение 1.1).
   1.2. Особые условия аренды оборудования (Приложение 1.2).

2. Утвердить порядок заключения договоров аренды, который должен осуществляться с использованием специализированного программного обеспечения для автоматизации процессов управления контрактами, внедренного в группе компаний «НЕФТЬ» (Приложение 2).

3. Настоящие условия аренды вступают в силу с , за исключением действующих договоров, которые остаются в силе до окончания их срока действия.

4. Отдел управления активами ( ) обязан разместить настоящие условия аренды недвижимости и оборудования на официальном сайте ПАО «НЕФТЬ» (http://www.[ORGANIZATION]-neft.ru) до .

5. Финансово-контрольный отдел ( ) обязан осуществлять контроль за соблюдением новых условий аренды всеми организациями, входящими в группу компаний «НЕФТЬ», до .

6. Я лично осуществляю контроль за исполнением настоящего приказа.

Заместитель Председателя Правления

Приложение 1 к приказу ПАО «НЕФТЬ» от , №
Условия аренды недвижимости и оборудования
Версия 1.0
Утверждено приказом Заместителя Председателя Правления ПАО «НЕФТЬ», № , от .
Дата вступления в силу: .

Содержание:
1. Общие положения;
2. Условия аренды недвижимости;
3. Условия аренды оборудования;
4. Порядок оформления отношений аренды;
5. Финансовый контроль отношений аренды;
6. Последствия нарушения условий аренды;
7. Глоссарий.

Приложения:
1.1. Общие условия аренды недвижимости;
1.2. Особые условия аренды оборудования;
2.1. Порядок оформления отношений аренды."
Имущественные вопросы,"Акционерное общество [ORGANIZATION] OIL – ПРИКАЗ [DATE_TIME] № [DOCUMENT_NUMBER]

Организация управления недвижимостью в акционерном обществе [ORGANIZATION] OIL

В целях эффективного управления активами компании, обеспечения сохранности и рационального использования недвижимости, а также предотвращения любого несанкционированного использования имущества, принадлежащего акционерному обществу [ORGANIZATION] OIL, и в соответствии с внутренними нормативными документами компании, настоящим приказом:

1. Утвердить Положение о порядке управления недвижимостью (Приложение 1).

2. Обязать всех сотрудников компании, участвующих в управлении недвижимостью, осуществлять свою деятельность строго в соответствии с требованиями настоящего приказа и вышеупомянутого Положения.

3. Внедрить процедуру периодической инвентаризации объектов недвижимости компании, которая будет проводиться каждые шесть месяцев. Инвентаризация должна включать проверку фактического наличия объектов недвижимости, их технического состояния и соответствия фактического использования целевому назначению (Приложение 2).

4. Создать контрольную комиссию по управлению недвижимостью со следующим составом:
   - [ФИО 1]
   - [ФИО 2]
   - [ФИО 3]

5. Установить сроки выполнения требований настоящего приказа. Все необходимые меры должны быть приняты до [DATE].

6. Ответственным за исполнение настоящего приказа является [Должность] [ФИО].

Я лично буду осуществлять контроль за исполнением настоящего приказа.

Заместитель председателя правления [ФИО]

Приложение 1: Положение о порядке управления недвижимостью.
Приложение 2: Порядок проведения инвентаризации объектов недвижимости."
Имущественные вопросы,"Публичное акционерное общество «НЕФТЬ»
Приказ № от
О порядке заключения договоров аренды недвижимости и оборудования

В целях повышения эффективности управления активами в компании и обеспечения соответствия договоров аренды законодательству Российской Федерации, а также внутренним регламентам группы компаний «НЕФТЬ», и в соответствии с Положением о порядке управления материально-техническими активами ПАО «НЕФТЬ», приказываю:

1. Установить условия аренды недвижимости и оборудования для всех организаций, входящих в группу компаний «НЕФТЬ», в соответствии с Приложением 1 к настоящему приказу.
   1.1. Общие условия аренды недвижимости (Приложение 1.1).
   1.2. Особые условия аренды оборудования (Приложение 1.2).

2. Утвердить порядок заключения договоров аренды, который должен осуществляться с использованием специализированного программного обеспечения для автоматизации процессов управления контрактами, внедренного в группе компаний «НЕФТЬ» (Приложение 2).

3. Настоящие условия аренды вступают в силу с , за исключением действующих договоров, которые остаются в силе до окончания их срока действия.

4. Отдел управления активами ( ) обязан опубликовать настоящие условия аренды недвижимости и оборудования на официальном сайте ПАО «НЕФТЬ» (http://www.[ORGANIZATION]-neft.ru) до .

5. Финансово-контрольный отдел ( ) обязан осуществлять контроль за соблюдением новых условий аренды всеми организациями, входящими в группу компаний «НЕФТЬ», до .

6. Я лично осуществляю контроль за исполнением настоящего приказа.

Заместитель Председателя Правления

Приложение 1 к приказу ПАО «НЕФТЬ» от , №
Условия аренды недвижимости и оборудования
Версия 1.0
Утверждено приказом Заместителя Председателя Правления ПАО «НЕФТЬ», № , от .
Дата вступления в силу: .

Содержание:
1. Общие положения;
2. Условия аренды недвижимости;
3. Условия аренды оборудования;
4. Порядок оформления отношений аренды;
5. Финансовый контроль отношений аренды;
6. Последствия нарушения условий аренды;
7. Глоссарий.

Приложения:
1.1. Общие условия аренды недвижимости;
1.2. Особые условия аренды оборудования;
2.1. Порядок оформления отношений аренды."
Имущественные вопросы,"Публичное акционерное общество «НЕФТЬ»
ПРИКАЗ № [2]

О утверждении Правил управления активами

В целях обеспечения эффективного управления активами в группе компаний «НЕФТЬ» и соблюдения установленных нормативных требований, в соответствии с решением Совета директоров Публичного акционерного общества «НЕФТЬ» от [5] № [6], приказываю:

1. Утвердить настоящие Правила управления активами (далее – «Правила»), которые вступают в силу с даты их подписания.

    1.1. Правила предназначены для регулирования вопросов, связанных с владением, использованием и распоряжением недвижимым имуществом, оборудованием и другими материальными активами компании.

    1.2. Настоящие Правила включают в себя все необходимые процедуры, обеспечивающие сохранность и целостность имущества.

2. Создать Комитет по управлению активами, который будет отвечать за анализ текущего состояния активов компании и подготовку рекомендаций по их развитию и использованию.

    2.1. Председателем Комитета назначается [7].

    2.2. Комитет представляет отчет с аналитическими данными о состоянии активов компании до [8].

3. В каждой компании, входящей в группу «НЕФТЬ», назначить ответственного сотрудника по управлению активами.

    3.1. Список назначенных сотрудников и их контактные данные должны быть предоставлены в Отдел внутреннего контроля Публичного акционерного общества «НЕФТЬ» до [11].

4. Принять меры по автоматизации процесса учета активов, включая внедрение программного обеспечения для управления активами.

    4.1. До [12] разработать план мероприятий по внедрению системы управления активами.

    4.2. Реализовать план мероприятий до [13].

5. Отдел внутреннего контроля Публичного акционерного общества «НЕФТЬ» должен до [15] обеспечить проверку соблюдения настоящих Правил всеми компаниями, входящими в группу «НЕФТЬ».

6. Оставляю за собой контроль за исполнением настоящего приказа.

Заместитель Председателя Правления [17]"
Имущественные вопросы,"Акционерное общество [ORGANIZATION] OIL – ПРИКАЗ [DATE_TIME] № [DOCUMENT_NUMBER]

Организация управления недвижимостью в акционерном обществе [ORGANIZATION] OIL

В целях эффективного управления активами компании, обеспечения сохранности и рационального использования объектов недвижимости, а также предотвращения любого несанкционированного использования активов, принадлежащих акционерному обществу [ORGANIZATION] OIL, и в соответствии с внутренними нормативными документами компании, настоящим приказом:

1. Утвердить Положение о порядке управления недвижимостью (Приложение 1).

2. Обязать всех сотрудников компании, участвующих в управлении недвижимостью, осуществлять свою деятельность строго в соответствии с требованиями настоящего приказа и вышеупомянутого Положения.

3. Внедрить процедуру периодической инвентаризации объектов недвижимости компании, которая будет проводиться каждые шесть месяцев. Инвентаризация должна включать проверку фактического наличия объектов недвижимости, их технического состояния и соответствия фактического использования их целевому назначению (Приложение 2).

4. Создать контрольную комиссию по управлению недвижимостью со следующим составом:
   - [ФИО 1]
   - [ФИО 2]
   - [ФИО 3]

5. Установить сроки выполнения требований настоящего приказа. Все необходимые меры должны быть приняты до [DATE].

6. Ответственным за исполнение настоящего приказа является [Должность] [ФИО].

Я лично буду осуществлять контроль за исполнением настоящего приказа.

Заместитель председателя правления [ФИО]

Приложение 1: Положение о порядке управления недвижимостью.
Приложение 2: Порядок проведения инвентаризации объектов недвижимости."
Имущественные вопросы,"Публичное акционерное общество «НЕФТЬ»
Приказ № от
О порядке заключения договоров аренды недвижимости и оборудования

В целях повышения эффективности управления активами в компании и обеспечения соответствия договоров аренды законодательству Российской Федерации, а также внутренним регламентам группы компаний «НЕФТЬ», и руководствуясь Положением о порядке управления материально-техническими активами публичного акционерного общества «НЕФТЬ», приказываю:

1. Установить условия аренды недвижимости и оборудования для всех организаций, входящих в группу компаний «НЕФТЬ», в соответствии с Приложением 1 к настоящему приказу.
   1.1. Общие условия аренды недвижимости (Приложение 1.1).
   1.2. Специальные условия аренды оборудования (Приложение 1.2).

2. Утвердить порядок заключения договоров аренды, который должен осуществляться с использованием специализированного программного обеспечения для автоматизации процессов управления контрактами, внедренного в группе компаний «НЕФТЬ» (Приложение 2).

3. Настоящие условия аренды вступают в силу с , за исключением действующих договоров, которые остаются в силе до окончания их срока действия.

4. Отдел управления активами ( ) обязан разместить настоящие условия аренды недвижимости и оборудования на официальном сайте «НЕФТЬ» (http://www.[ORGANIZATION]-neft.ru) до .

5. Финансово-контрольный отдел ( ) обязан осуществлять контроль за соблюдением новых условий аренды всеми организациями, входящими в группу компаний «НЕФТЬ», до .

6. Я лично осуществляю контроль за исполнением настоящего приказа.

Заместитель Председателя Правления

Приложение 1 к Приказу публичного акционерного общества «НЕФТЬ» от , №
Условия аренды недвижимости и оборудования
Версия 1.0
Утверждено Приказом Заместителя Председателя Правления публичного акционерного общества «НЕФТЬ», № , от .
Дата вступления в силу: .

Содержание:
1. Общие положения;
2. Условия аренды недвижимости;
3. Условия аренды оборудования;
4. Порядок оформления отношений аренды;
5. Финансовый контроль отношений аренды;
6. Последствия нарушения условий аренды;
7. Глоссарий.

Приложения:
1.1. Общие условия аренды недвижимости;
1.2. Специальные условия аренды оборудования;
2.1. Порядок оформления отношений аренды."
Имущественные вопросы,"Акционерное общество ПАО [ORGANIZATION] OIL, Распоряжение № [DOCUMENT_NUMBER] от [DATE_TIME]

О внесении изменений в договоры аренды объектов недвижимости между компаниями группы [ORGANIZATION] OIL

В целях оптимизации расходов для компаний, входящих в группу [ORGANIZATION] OIL, и в соответствии с решением Совета директоров ПАО [ORGANIZATION] OIL от [DATE_TIME] № [NUMBER], я приказываю:

1.  Внести изменения в договоры аренды объектов недвижимости между компаниями группы [ORGANIZATION] OIL, как указано в приложениях 1-3.

    1.1. Пересмотреть ранее установленные ставки арендной платы, как указано в разделах 2.1-2.3 настоящего распоряжения (приложение 1).

    1.2. Установить новые условия аренды, как указано в разделах 3.1-3.4 настоящего распоряжения (приложение 2).

    1.3. Изменить порядок оплаты арендной платы, как указано в разделе 4 настоящего распоряжения (приложение 3).

2.  Утвердить новый график платежей по арендной плате, как указано в приложении 4.

3.  Дата вступления в силу новых условий: [DATE].

4.  Отделу документации ([NAME]) необходимо обновить корпоративный каталог для учета договоров аренды (CT-852) в соответствии с приложением 3 до [DATE].

5.  [ORGANIZATION] [ORGANIZATION] Экспертному отделу ([NAME], с согласия) необходимо до [DATE]:

    5.1. Разместить новые условия аренды (приложения 1-3) на портале недвижимости сайта ПАО [ORGANIZATION] OIL: https://nedvizhimost.[ORGANIZATION]-neft.ru/.

    5.2. Опубликовать новые условия аренды (приложение 3) в системе управления недвижимостью: https://sun.[ORGANIZATION]-neft.local/

6.  Я оставляю за собой право осуществлять контроль за исполнением настоящего распоряжения.

Заместитель Председателя Правления [NAME]

Приложение 1 к распоряжению № [DOCUMENT_NUMBER] ПАО [ORGANIZATION] OIL от [DATE_TIME]
[ORGANIZATION] OIL. Изменения в ставках арендной платы, версия 1.0. Утверждено распоряжением заместителя Председателя Правления ПАО [ORGANIZATION] OIL № [DOCUMENT_NUMBER] от [DATE_TIME]. Действует с [DATE_TIME].

Содержание:
1. Обзор изменений в ставках арендной платы
2. Список арендаторов и новые ставки арендной платы
3. Порядок пересмотра ставок арендной платы

Приложения 2-4 имеют аналогичный формат и содержание, предоставляя конкретную информацию о новых условиях аренды, графиках платежей и процедурах реализации."
Имущественные вопросы,"Акционерное общество ПАО «[ORGANIZATION] НЕФТ», Распоряжение № [DOCUMENT_NUMBER] от [DATE_TIME]

О внесении изменений в договоры аренды объектов недвижимости между компаниями группы «[ORGANIZATION] НЕФТ»

В целях оптимизации расходов для компаний, входящих в группу «[ORGANIZATION] НЕФТ», и в соответствии с решением Совета директоров ПАО «[ORGANIZATION] НЕФТ» от [DATE_TIME] № [NUMBER], я приказываю:

1.  Внести изменения в договоры аренды объектов недвижимости между компаниями группы «[ORGANIZATION] НЕФТ», как указано в приложениях 1-3.

    1.1. Пересмотреть ранее установленные арендные ставки, как указано в разделах 2.1-2.3 настоящего распоряжения (Приложение 1).

    1.2. Установить новые условия аренды, как указано в разделах 3.1-3.4 настоящего распоряжения (Приложение 2).

    1.3. Изменить порядок оплаты арендной платы, как указано в разделе 4 настоящего распоряжения (Приложение 3).

2.  Утвердить новый график платежей по арендной плате, как указано в Приложении 4.

3.  Дата вступления в силу новых условий: [DATE].

4.  Отделу документации ([NAME]) необходимо обновить корпоративный каталог для отслеживания условий аренды (CT-852) в соответствии с Приложением 3 до [DATE].

5.  [ORGANIZATION] [ORGANIZATION] Экспертному отделу ([NAME], по согласованию) необходимо до [DATE]:

    5.1. Опубликовать новые условия аренды (Приложения 1-3) на портале недвижимости сайта ПАО «[ORGANIZATION] НЕФТ»: https://nedvizhimost.[ORGANIZATION]-neft.ru/.

    5.2. Разместить новые условия аренды (Приложение 3) в системе управления недвижимостью: https://sun.[ORGANIZATION]-neft.local/

6.  Я оставляю за собой право осуществлять контроль за исполнением настоящего распоряжения.

Заместитель Председателя Правления [NAME]

Приложение 1 к распоряжению ПАО «[ORGANIZATION] НЕФТ» от [DATE_TIME] № [DOCUMENT_NUMBER]
«[ORGANIZATION] НЕФТ», Изменения в арендные ставки, версия 1.0. Утверждено распоряжением заместителя Председателя Правления ПАО «[ORGANIZATION] НЕФТ» № [DOCUMENT_NUMBER] от [DATE_TIME]. Действует с [DATE_TIME].

Содержание:
1. Обзор изменений в арендных ставках
2. Список арендаторов и новые арендные ставки
3. Порядок пересмотра арендных ставок

Приложения 2-4 имеют аналогичный формат и содержание, предоставляя конкретную информацию о новых условиях аренды, графиках платежей и порядке их реализации."
